sep=,
"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",1.12280121540338,0.500532137904344,0.985021579080985,0.600247524752475,1.28725881786602,1.17725966145002,0.914662894860915,1.22278540851433,1.14674153982562,0.758207399687337,0.179513278430647,0.529873677022875,1.26183421261834
"2",1.04145541306293,0.54164727780363,0.969030969030969,1.29910714285714,1.31105688004505,0.603456221198157,0.456828885400314,0.441076165214096,0,0.820488721804511,0.777036048064085,1.00344827586207,2.37695516162669
"3",0.913961608808912,0.733979994811334,1.2756049260474,0.603567477876106,0.947518984103357,0.830716528689694,1.13196537975299,0.614774301072745,1.44135517104742,1.18595714951095,1.32371185179059,1.26541043637473,0.736225050061366
"4",1.16954885958939,2.33169015311188,0.652929957742792,0,0.327179970064719,1.45575297567707,0.912029147323265,1.07320671215195,1.72536857348095,1.02378271882916,1.84217102303963,0.858565369721556,0.227175143448222
"5",1.22244004277204,0.982561372844999,0.785860480982432,1.2476181402439,1.14251145796609,0.901504720692368,1.39741356204771,1.01192016562075,0.813419834624786,0.9630736521181,1.21609300205152,0.734230445752733,0.917415880363183
"6",0.958089209149887,0.475640082659101,0.680752938817455,1.14079301075269,1.05534596526924,1.37946583420049,0.993343573988735,1.38330338552808,0.82284430382649,0.943513016411998,0.682343483067028,0.719317760474601,1.2308034429532
"7",1.23452379623324,0.912400494695954,0.652929957742792,0,0.981539910194158,0.853372434017595,0.114003643415408,1.07320671215195,0.132720659498535,1.74043062200957,0.872607326702984,2.68301678037986,0.946563097700925
"8",1.04492693110647,2.84364820846906,0.624055944055944,0.36375,0.933035479632063,0.995032258064516,0.63956043956044,1.82164456233422,0.49637526652452,0.708355263157895,1.05158878504673,0.682344827586207,0.934598540145985
"9",0.872439298158379,1.39443344723526,0.926604043942048,1.91112084063047,0.843806310712009,1.05214394666968,0.672042493408518,0.919230536961076,1.43435935160325,1.22378790671951,0.984336383128468,0.632646898967329,0.867986756490726
"10",1.08484938860722,0.169264774313634,0.787337662337662,1.62388392857143,1.57053688755397,1.13148041474654,1.23724489795918,0.310131678666161,0.664788303381054,0.790575070488722,0.688000667556742,0.895935960591133,1.43818430656934
"11",0.979054158974447,0.979217702640859,0.672715714038028,0.563662190082645,1.32730965128528,1.24126899493468,0.660702933430206,1.40342416204485,0.615341239493207,1.1668796215746,0.93651038850699,0.621972071815332,0.921608252397901
"12",0.889047303834207,0.462381822515294,1.3235544942862,0,0.746129931732957,1.1447678992919,1.55990351112302,0.753056867438701,0.302667845441781,1.40083440308087,1.32664691132893,1.95794785534062,0.863450240341819
"13",0.837952631200058,0.743879436222583,1.80670696723015,1.40569262782402,0.572905354835383,0.692033293697979,1.36885706445754,0.84439075623626,1.37226218153331,0.830895237499218,1.03481614010913,1.59883554061257,1.00184868552384
